date,year,quarter,month,Real_GDP_SA,Uncertainty_Index,Household_credit,Residential_prices,Unemployment_Rate,Unemployment_Claims,Automobile_Sales,Manufacturing_Working_hours_index,Industrial_Capacity_Utilization_Index,Industrial_Production_Index,Steel_Production,Petroleum_Product_Sales,Energy_Generation,Nominal_Revenue_Tourism_Index,Retail_Trade_Index,Tendancy_manufact_exports,Tendancy_manufact_production,Tendancy_employment,Foreign_Trade_Index,Average_Real_Income,3_months_bond_yield,Apple_Mobility_Index,Fuel_Price_Ethanol,Agriculture_Price:Soybean,Dollar_Rate,Ibov,Savings_Deposits,Foreign_Trade_Balance
2002-06-01,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2427004265763496,686.9315441420779,NaN,NaN
2002-06-08,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2507866710967728,665.2896791670668,NaN,NaN
2002-06-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2590601172549062,645.9669072830484,NaN,NaN
2002-06-22,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2616549533231155,601.1772102720764,NaN,NaN
2002-06-29,0,1,1,115.3823151,0.1894657,0.137518184787701,-5.9434,NaN,381810.057307635,119228.0,NaN,NaN,87.420864299477,2420.0,7072254.69313172,28106.04059808,NaN,1.3986988349535376,-7.9,28.8,5.5,22.36080178173719,NaN,19.7860733333333,NaN,NaN,NaN,0.2730448976967021,575.674458080282,NaN,NaN
2002-07-06,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2763076923076923,566.6328864805529,NaN,NaN
2002-07-13,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2736166086108402,568.1060725734152,NaN,NaN
2002-07-20,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2758688031210812,562.9597881577573,NaN,NaN
2002-07-27,0,0,1,NaN,NaN,NaN,NaN,NaN,407390.232113378,141569.0,NaN,NaN,87.7511698320947,2498.0,7537209.17280334,28989.58237933,NaN,1.4254938317917278,-3.6,24.5,2.8,34.61111111111111,NaN,20.1969677419355,NaN,NaN,NaN,0.2837110599028949,510.4878041735375,NaN,NaN
2002-08-03,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.311771093557411,504.4393536384221,NaN,NaN
2002-08-10,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2929912562566317,518.7367421528485,NaN,NaN
2002-08-17,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3051627313747977,495.0863304899789,NaN,NaN
2002-08-24,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2990837311497197,497.17528609589647,NaN,NaN
2002-08-31,0,0,1,NaN,NaN,NaN,NaN,NaN,406661.479178243,138805.0,NaN,NaN,86.5400495458299,2580.0,7541354.67969944,29832.8193716,NaN,1.44692982926228,-3.3,17.5,-1.4,32.41551246537396,NaN,21.5235612903226,NaN,NaN,NaN,0.2971703282923013,540.166949005409,NaN,NaN
2002-09-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3000115582898361,520.5463121015259,NaN,NaN
2002-09-14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3012088787901523,524.1452680660431,NaN,NaN
2002-09-21,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3184872530841042,496.6006525454451,NaN,NaN
2002-09-28,0,1,1,116.81110505,0.0,0.1217764934431406,-4.8726,NaN,414667.172696259,146443.0,NaN,NaN,87.6410679878888,2579.0,7523605.66495732,28678.75387,NaN,1.4576478279975562,-2.5,18.3,-4.5,36.139380530973455,NaN,20.6820233333333,NaN,NaN,NaN,0.3559968789187683,470.4285318925707,NaN,NaN
2002-10-05,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3577659103332226,460.6467925981429,NaN,NaN
2002-10-12,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3675215699724547,450.45595611550976,NaN,NaN
2002-10-19,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3732252044458258,438.3893268937142,NaN,NaN
2002-10-26,0,0,1,NaN,NaN,NaN,NaN,NaN,436460.554905926,158670.0,NaN,NaN,88.1915772089182,2645.0,8243983.3627551,31652.70333887,NaN,1.4898018242033848,-1.1,21.0,-5.1,35.89955849889625,NaN,23.8898903225806,NaN,NaN,NaN,0.3733888254145186,484.4052197005878,NaN,NaN
2002-11-02,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3572384733282601,495.7022584547205,NaN,NaN
2002-11-09,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3435424357723926,489.1580126264092,NaN,NaN
2002-11-16,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3456950139869883,486.1058893751502,NaN,NaN
2002-11-23,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3412190180169558,500.0832760960799,NaN,NaN
2002-11-30,0,0,1,NaN,NaN,NaN,NaN,NaN,397457.870803739,146321.0,NaN,NaN,88.41178089733,2576.0,7153780.78479591,30200.3665617,NaN,1.5165968210415752,-2.2,33.5,5.2,28.435261707988985,NaN,25.6393366666667,NaN,NaN,NaN,0.3457542062786037,503.8469570222783,NaN,NaN
2002-12-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3557966838511913,517.0085805728927,NaN,NaN
2002-12-14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3627688620700743,509.3176017250855,NaN,NaN
2002-12-21,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3402276674419353,534.3173827823588,NaN,NaN
2002-12-28,1,1,1,117.98995093,0.6816117,0.1628374365120251,-6.0274,NaN,408331.552122742,145868.0,NaN,NaN,87.5309661436829,2589.0,7301918.30445825,30694.95182,NaN,1.5165968210415752,-2.6,43.5,14.8,29.55995599559956,NaN,26.9132689655172,NaN,NaN,NaN,0.3382839465814943,545.2994931584246,NaN,NaN
2003-01-04,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.338204542287864,550.0904109424034,NaN,NaN
2003-01-11,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3202851587871513,570.88731337978,NaN,NaN
2003-01-18,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3180522138026387,569.3358101465617,NaN,NaN
2003-01-25,0,0,1,NaN,NaN,NaN,NaN,NaN,414298.002995332,120511.0,95.0,80.6,87.8612716763006,2541.0,6688221.52058627,31101.70275,NaN,1.5541098166150418,-3.7,16.2,12.7,26.161007667031768,NaN,26.1359655172414,NaN,NaN,NaN,0.3358618750066988,532.1689530650615,NaN,121.57721796276014
2003-02-01,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3124657184801952,506.0521235065592,NaN,152.17942476978624
2003-02-08,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3085171263624476,499.0755996037544,NaN,161.78498903516623
2003-02-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3131850625227173,484.9961997879388,NaN,196.49796452595888
2003-02-22,0,0,1,NaN,NaN,NaN,NaN,NaN,474924.361498965,131846.0,94.7,80.4,87.7511698320947,2356.0,6294697.98639517,29465.36993,NaN,1.425584041011504,-2.0,29.7,11.5,26.715686274509803,NaN,27.7574892857143,NaN,NaN,NaN,0.312316649594275,481.1866368877092,NaN,162.17320261437908
2003-03-01,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.307245207951541,474.44044971065387,NaN,152.86862887261125
2003-03-08,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.302665337679355,490.7999059609296,NaN,141.91807319266297
2003-03-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2972530755564261,490.5696042811792,NaN,112.18222108491756
2003-03-22,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2959873368493209,514.8618230112116,NaN,138.79825992387168
2003-03-29,0,1,1,117.49344586,0.0804376,0.1491196925225001,-8.1246,NaN,380309.566675789,125162.0,91.9,79.7,87.8612716763006,2641.0,6414784.78410204,31516.2781,NaN,1.3896077855340898,-0.9,23.5,4.3,27.44970092441544,NaN,27.3107033333333,NaN,NaN,NaN,0.2906345312871592,518.850406022285,NaN,187.46601413811857
2003-04-05,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2824363862736595,542.7600084538838,NaN,186.0989365541839
2003-04-12,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2735453436481402,543.5941657050004,NaN,217.33350192695383
2003-04-19,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2657986968929676,556.9907685200183,NaN,224.05305593746368
2003-04-26,0,0,1,NaN,NaN,NaN,NaN,NaN,430862.895175636,130799.0,92.4,79.7,87.420864299477,2522.0,6637099.30917996,30309.697404,NaN,1.3989340122826408,0.8,28.1,-1.9,30.52947598253275,NaN,25.8666866666667,NaN,NaN,NaN,0.2592063077934614,563.9533565787167,NaN,202.64737991266375
2003-05-03,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2512418442147084,579.6654995278922,NaN,171.538095601911
2003-05-10,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2533192507309431,593.0283196257648,NaN,169.727668136596
2003-05-17,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2492184631310941,611.4907682408635,NaN,206.99016750986647
2003-05-24,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2560839808066253,595.2765746063233,NaN,234.55440131219245
2003-05-31,0,0,1,NaN,NaN,NaN,NaN,NaN,415090.69873661,126942.0,92.8,79.8,85.6592347921828,2672.0,7064182.73051948,30485.711463,NaN,1.3942708989083652,1.0,20.8,-0.8,34.14980863860033,NaN,25.40043,NaN,NaN,NaN,0.255662067904257,608.8251719423329,NaN,340.0765445598688
2003-06-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2502526642698264,624.9709112632693,NaN,344.92515301297533
2003-06-14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2454761299889484,636.9199605900469,NaN,332.2672615686528
2003-06-21,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2466625456402222,622.6780541106361,NaN,326.8521236382465
2003-06-28,0,1,1,116.47187738,0.0,0.1492914746103662,-6.5934,NaN,420980.556202446,134293.0,91.7,79.4,86.0996421690064,2591.0,6636083.28492949,29353.033299,NaN,1.4035971256569164,1.9,16.1,-0.7,31.20152921900601,NaN,25.157575862069,NaN,NaN,NaN,0.2464160010072325,598.9617946488186,NaN,304.6149645002731
2003-07-05,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2434969125526349,605.1925406921233,NaN,285.7550377622195
2003-07-12,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2471123288054502,616.8367837922176,NaN,261.9641556963527
2003-07-19,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2457402543262034,623.7151264779095,NaN,218.8433817038977
2003-07-26,0,0,1,NaN,NaN,NaN,NaN,NaN,433021.924715559,139354.0,92.4,79.0,85.2188274153592,2686.0,7351963.95560111,30373.84776,NaN,1.4129233524054672,2.7,10.9,-2.8,32.035928143712574,NaN,23.5472322580645,NaN,NaN,NaN,0.2475531077319083,629.7830492073841,NaN,235.71039738704408
2003-08-02,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2524857154848006,616.6087939392824,NaN,226.0211284747578
2003-08-09,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2596942517801435,599.7482201993519,NaN,213.60117901668943
2003-08-16,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2581575283633871,624.5008191458988,NaN,243.5349552189044
2003-08-23,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.256833476490914,655.3059444777997,NaN,259.4850948509485
2003-08-30,0,0,1,NaN,NaN,NaN,NaN,NaN,405953.703554358,135266.0,90.9,79.1,86.5400495458299,2769.0,7131433.39419851,30424.04673,NaN,1.4222495791540182,3.9,10.9,-0.8,33.739837398373986,NaN,21.9463935483871,NaN,NaN,NaN,0.2550017570611194,678.476514549483,NaN,324.93224932249325
2003-09-06,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2534753242029574,707.851245853391,NaN,381.8006526904815
2003-09-13,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.249539185540618,729.3152470354923,NaN,412.5225652580675
2003-09-20,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2485547221017584,750.3711114140365,NaN,362.7050638415623
2003-09-27,0,1,1,117.57770454,0.1306506,0.1481218069352261,-2.7368,NaN,444094.55654557,164582.0,94.0,79.6,89.4026974951831,2595.0,7308318.74471614,30359.16276,NaN,1.44090203265112,4.9,19.3,2.7,37.98487304159914,NaN,19.3531366666667,NaN,NaN,NaN,0.2504876320243974,729.580899244565,NaN,326.44516477579685
2003-10-04,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2494877327476463,747.8496400967522,NaN,291.66560749908183
2003-10-11,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2447111984667684,794.7398323353573,NaN,279.5992781882478
2003-10-18,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2436598463970454,812.1485334329282,NaN,286.2989879617204
2003-10-25,0,0,1,NaN,NaN,NaN,NaN,NaN,405327.954955818,180317.0,93.9,79.4,89.8431048720066,2508.0,7718482.45071428,32034.28729,NaN,1.4455651460253955,6.3,29.2,8.4,39.140075716603576,NaN,18.4605193548387,NaN,NaN,NaN,0.2460060937565575,817.2035854618325,NaN,292.8610059491617
2003-11-01,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2383890602174971,811.5500730400909,NaN,282.2872114948913
2003-11-08,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2387677415282512,834.445194808548,NaN,258.1885021852572
2003-11-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2426362964165269,841.2104487811285,NaN,257.3368365661497
2003-11-22,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2455840051218236,851.1700870293361,NaN,233.10810810810807
2003-11-29,0,0,1,NaN,NaN,NaN,NaN,NaN,431143.061155399,161692.0,93.0,79.5,90.9441233140655,2592.0,6954097.10960482,31163.667405,NaN,1.420223989612076,3.7,41.0,15.9,30.64864864864865,NaN,17.5131966666667,NaN,NaN,NaN,0.2449050478818373,891.4527672369389,NaN,234.05405405405403
2003-12-06,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2447098685278363,921.1687557416022,NaN,269.47585051358635
2003-12-13,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2452503652004544,942.6588996972914,NaN,275.608654476579
2003-12-20,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2445130209742285,942.4053038731322,NaN,321.56844175712104
2003-12-27,1,1,1,118.79409769,0.2582811,0.1505835628665482,2.4729,NaN,419102.710607918,196781.0,94.3,79.7,89.4026974951831,2657.0,7534997.90894434,32033.99472,NaN,1.4021893992677956,1.4,51.7,22.6,34.13477088948787,NaN,15.93411,NaN,NaN,NaN,0.2428439872675792,967.527826688173,6365746506.024708,330.188679245283
2004-01-03,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2408400624898555,989.723492595868,6381006701.193177,240.95009498345567
2004-01-10,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2382656134465905,1049.2485848082274,6400096787.178032,200.07682591767903
2004-01-17,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2345438601237172,1044.5216725860105,6402765895.535162,148.67638058778337
2004-01-24,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2369343901603275,1035.2371165057025,6384139767.22621,169.88727858293072
2004-01-31,0,0,1,NaN,NaN,NaN,NaN,NaN,392513.891722219,134685.0,95.4,80.2,91.0542251582714,2674.0,6770295.16267532,31702.610498,NaN,1.429241284784216,-4.8,31.2,18.7,28.620504562533544,NaN,15.77558,NaN,NaN,NaN,0.2409013688254071,1032.5766802240616,6369063914.388008,208.40042941492212
2004-02-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.244746568919187,961.9559717952936,6354042290.291407,210.3233233310937
2004-02-14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2433552904470775,997.1645034859716,6341945353.85568,241.83167199554023
2004-02-21,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2449484210716153,960.5765177625158,6330749610.13517,257.05561837502563
2004-02-28,0,0,1,NaN,NaN,NaN,NaN,NaN,409942.437443889,128608.0,94.1,80.3,92.485549132948,2568.0,6362190.61376437,30150.92329,NaN,1.4608018178867066,3.5,35.5,22.3,28.018211033743977,NaN,16.0559142857143,NaN,NaN,NaN,0.2443523177454357,951.7380011183265,6328761105.719365,265.39903588644887
2004-03-06,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2410064654006384,992.537211126531,6322841651.218109,276.93423169929093
2004-03-13,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2411482623672203,966.3692354177408,6319226994.295275,270.22661735501725
2004-03-20,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2421875507222853,961.1858826397518,6317149477.981883,257.3256083250767
